impulse_id,origin_time,origin_price,extreme_time,extreme_price,delta_t,delta_p,slope_raw,slope_log,quality_score,detector_name,direction,origin_bar_index,extreme_bar_index
pivot_n5_2217,2021-08-14 00:00:00+00:00,48176.52,2022-01-24 00:00:00+00:00,32933.33,163,-15243.189999999995,-93.51650306748463,-0.0023336598194246654,1.0,pivot_n5,down,2217,2380
pivot_n5_2222,2021-08-19 00:00:00+00:00,43955.0,2021-11-10 00:00:00+00:00,69000.0,83,25045.0,301.7469879518072,0.00543301350956768,1.0,pivot_n5,up,2222,2305
pivot_n5_2226,2021-08-23 00:00:00+00:00,50505.0,2022-01-24 00:00:00+00:00,32933.33,154,-17571.67,-114.10175324675323,-0.002776539781883214,1.0,pivot_n5,down,2226,2380
pivot_n5_2229,2021-08-26 00:00:00+00:00,46315.48,2021-11-10 00:00:00+00:00,69000.0,76,22684.519999999997,298.4805263157894,0.005245134975420431,1.0,pivot_n5,up,2229,2305
pivot_n5_2241,2021-09-07 00:00:00+00:00,52944.96,2022-01-24 00:00:00+00:00,32933.33,139,-20011.629999999997,-143.96856115107911,-0.0034155947374820746,1.0,pivot_n5,down,2241,2380
pivot_n5_2241,2021-09-07 00:00:00+00:00,42830.77,2021-11-10 00:00:00+00:00,69000.0,64,26169.230000000003,408.89421875000005,0.007450777110606504,1.0,pivot_n5,up,2241,2305
pivot_n5_2247,2021-09-13 00:00:00+00:00,43465.0,2021-11-10 00:00:00+00:00,69000.0,58,25535.0,440.2586206896552,0.00796811186321089,1.0,pivot_n5,up,2247,2305
pivot_n5_2252,2021-09-18 00:00:00+00:00,48825.62,2022-01-24 00:00:00+00:00,32933.33,128,-15892.29,-124.158515625,-0.003076327814247535,1.0,pivot_n5,down,2252,2380
pivot_n5_2255,2021-09-21 00:00:00+00:00,39600.0,2021-11-10 00:00:00+00:00,69000.0,50,29400.0,588.0,0.01110554772673649,1.0,pivot_n5,up,2255,2305
pivot_n5_2284,2021-10-20 00:00:00+00:00,66999.0,2022-01-24 00:00:00+00:00,32933.33,96,-34065.67,-354.85072916666667,-0.007397838323284529,1.0,pivot_n5,down,2284,2380
